,PVMATH,PVREAD,PVSCIE,PVMCCR,PVMCQN,PVMCSS,PVMCUD,PVMPEM,PVMPFS,PVMPIN,PVMPRE
1150,1,4,3,3,2,3,3,2,2,3,2
1151,1,3,4,4,4,3,4,3,4,4,4
1152,1,4,4,4,4,4,4,4,4,4,4
1153,1,4,4,4,4,4,4,4,4,4,4
1154,1,4,3,3,3,3,3,3,3,3,3
1155,1,3,4,4,4,4,4,4,4,4,4
1156,1,3,2,3,2,3,3,3,3,3,3
1157,1,4,4,4,4,3,4,4,4,4,4
1158,1,4,4,4,4,4,4,4,4,4,4
1159,1,4,4,4,4,4,4,4,4,4,4
1160,1,3,3,3,2,3,3,3,2,3,3
1161,0,3,2,2,2,2,3,2,3,2,2
1162,1,4,4,4,4,3,4,4,4,4,3
1163,0,2,1,1,1,1,1,1,1,1,1
1164,0,3,2,3,2,3,2,2,2,2,2
1165,0,2,2,2,2,2,2,2,2,2,2
1166,1,4,4,4,4,4,4,4,4,4,4
1167,1,4,4,3,3,4,4,4,4,4,4
1168,0,2,2,2,2,2,2,2,2,2,2
1169,1,4,4,3,3,3,3,4,3,3,4
1170,1,3,2,2,3,2,3,2,2,2,2
1171,1,3,4,4,4,3,4,4,3,3,3
1172,1,3,3,3,3,3,3,2,3,2,3
1173,0,3,2,2,2,1,2,2,2,2,2
1174,1,4,4,4,4,4,4,4,4,4,4
1175,1,4,4,4,4,4,4,4,4,4,4
1176,0,1,1,2,1,2,1,2,2,1,1
1177,1,4,3,3,4,2,3,3,3,3,3
1178,1,4,4,3,3,3,3,4,3,3,3
1179,1,4,4,4,4,4,4,4,4,4,4
1180,1,4,4,4,4,3,3,4,4,4,4
1181,0,1,1,1,1,1,1,1,1,1,1
1182,0,1,1,1,2,1,1,2,2,2,2
1183,1,4,3,3,4,4,4,3,4,3,4
1184,0,1,1,1,1,1,1,1,1,1,1
1185,1,3,2,3,3,3,3,2,3,2,3
1186,1,3,4,3,3,3,4,3,3,3,4
1187,0,1,1,2,2,2,1,2,2,1,2
1188,0,1,1,1,1,1,1,1,1,1,1
1189,0,1,2,2,2,2,1,2,2,2,2
1190,1,3,3,3,3,3,3,3,3,3,3
1191,0,1,1,1,1,1,1,1,1,1,1
1192,1,4,4,4,4,4,4,4,4,4,4
1193,1,4,4,4,3,3,3,4,3,3,3
1194,0,2,2,1,1,1,1,1,1,1,1
1195,0,2,3,2,2,2,3,2,2,2,2
1196,0,1,1,1,1,1,1,1,1,1,1
1197,1,3,3,3,4,4,3,3,3,3,4
1198,1,4,4,4,4,4,4,4,4,4,4
1199,0,1,1,1,1,1,1,1,1,1,1
1200,0,1,2,1,1,1,2,1,1,2,1
1201,1,2,3,3,3,3,2,3,3,2,2
1202,0,2,2,2,2,2,2,2,2,2,2
1203,0,2,2,2,2,2,2,2,2,3,2
1204,0,1,2,1,1,1,1,1,1,1,1
1205,1,3,3,3,3,4,3,3,3,3,4
1206,1,2,3,2,2,3,3,2,3,2,3
1207,0,2,3,2,2,2,2,2,2,2,2
1208,1,3,4,4,4,4,4,4,4,4,4
1209,0,1,1,1,1,1,1,1,1,1,1
1210,0,1,1,1,1,1,1,1,1,1,1
1211,1,4,4,3,3,3,3,4,3,3,3
1212,1,4,4,4,4,4,4,4,4,4,4
1213,0,2,2,2,2,2,3,3,3,2,2
1214,1,3,3,4,3,3,3,3,3,4,3
1215,1,4,4,4,4,4,4,4,4,4,4
1216,1,4,4,4,4,4,4,4,4,4,4
1217,1,2,2,2,3,3,2,2,3,3,3
1218,1,2,3,3,3,2,3,3,3,3,3
1219,0,1,1,1,1,1,1,1,1,1,1
1220,0,2,2,1,1,1,1,1,1,1,1
1221,1,1,2,3,3,3,2,3,3,3,3
1222,1,4,4,4,4,4,4,4,4,4,4
1223,0,1,1,1,1,1,1,2,1,2,1
1224,1,3,2,3,3,3,3,3,3,3,3
1225,0,1,1,1,1,1,1,1,1,1,1
1226,0,1,1,1,1,1,1,1,1,1,1
1227,0,2,2,1,1,2,1,1,1,1,1
1228,1,2,2,2,3,3,3,3,3,2,3
1229,1,3,3,3,3,3,3,3,3,2,3
1230,1,4,4,4,4,4,4,4,4,4,4
1231,1,4,4,4,3,4,4,4,4,4,4
1232,0,2,3,2,2,2,2,2,2,2,2
1233,0,2,2,2,2,2,3,3,2,2,2
1234,0,2,2,1,1,1,1,2,1,1,1
1235,0,1,1,1,1,1,1,1,1,1,1
1236,1,4,3,3,3,4,3,3,3,3,4
1237,0,3,3,2,1,3,2,1,2,2,2
1238,1,4,3,3,3,3,3,3,3,3,3
1239,1,3,2,3,2,3,2,2,3,2,3
1240,1,3,3,2,3,3,3,3,3,3,3
1241,0,2,3,2,2,3,2,2,2,2,2
1242,0,1,1,1,1,1,1,1,1,1,1
1243,1,4,4,4,3,3,4,4,4,4,4
1244,1,2,2,3,3,3,3,3,3,3,3
1245,1,4,2,3,3,3,3,3,3,3,3
1246,1,4,4,4,4,4,4,4,4,4,4
1247,0,2,2,2,1,1,2,1,2,2,1
1248,0,1,1,1,1,1,1,1,1,1,1
1249,0,1,1,1,1,1,1,1,1,1,1
1250,0,1,1,1,1,1,1,1,1,1,1
1251,1,4,4,3,3,3,4,3,3,4,3
1252,1,3,4,4,4,4,4,4,4,4,4
1253,1,4,3,4,3,4,3,3,4,3,3
1254,0,1,1,2,1,1,2,1,1,2,2
1255,0,2,1,2,2,2,2,2,2,1,2
1256,0,2,2,2,2,2,2,2,2,3,2
1257,1,4,4,3,3,3,3,3,4,3,3
1258,0,2,2,2,2,2,2,2,2,2,1
1259,0,2,3,2,3,2,2,2,2,2,2
1260,0,1,1,1,1,1,1,1,1,1,1
1261,0,2,2,2,2,2,3,3,2,2,3
1262,0,2,2,1,1,1,1,1,1,2,1
1263,1,4,4,3,3,3,2,3,3,3,2
1264,1,4,4,4,4,4,4,4,4,4,4
1265,1,4,4,4,4,4,4,4,4,4,4
1266,0,1,1,1,1,1,1,1,1,1,1
1267,1,4,3,3,3,2,4,3,3,3,3
1268,1,4,3,4,3,3,3,4,4,4,4
1269,0,3,3,2,2,2,2,2,1,2,2
1270,1,3,4,3,3,2,3,3,3,3,3
1271,0,1,1,1,1,1,2,1,1,2,1
1272,1,4,3,3,3,3,4,3,4,4,4
1273,0,2,1,1,1,1,1,1,1,1,1
1274,1,3,4,4,3,4,3,4,4,3,4
1275,0,1,1,1,1,1,1,1,1,1,1
1276,0,1,1,1,1,1,1,1,1,1,1
1277,1,3,4,4,3,3,4,3,3,3,3
1278,0,1,2,1,1,1,1,1,1,1,1
1279,0,2,2,2,3,2,2,2,2,3,2
1280,0,1,2,1,2,2,1,1,2,2,1
1281,1,2,3,2,2,3,3,2,2,3,3
1282,1,4,4,3,3,3,4,3,3,3,3
1283,1,3,4,4,4,4,4,4,4,4,4
1284,1,3,4,4,3,4,3,3,4,3,4
1285,0,2,2,2,2,2,2,2,2,2,2
1286,0,2,2,2,2,2,2,1,2,2,2
1287,1,3,4,4,4,3,4,4,4,3,4
1288,0,1,1,1,1,1,1,1,1,1,1
1289,1,4,4,4,4,4,4,4,4,4,4
1290,1,3,3,3,3,2,3,3,3,3,2
1291,1,2,4,3,3,3,3,3,3,4,3
1292,1,4,4,4,4,4,3,4,4,4,4
1293,0,1,1,1,1,1,1,1,1,1,1
1294,0,1,1,1,1,1,1,1,1,1,1
1295,0,3,2,2,2,2,2,2,2,3,2
1296,0,2,2,1,1,2,1,2,1,2,1
1297,0,1,1,1,1,1,1,1,1,1,1
1298,1,4,4,4,4,4,4,4,4,4,4
1299,1,3,3,4,4,4,3,4,4,4,4
1300,0,1,1,1,1,1,1,1,1,1,1
1301,1,2,3,3,4,4,3,3,4,3,3
1302,1,4,4,4,4,4,4,4,4,4,4
1303,1,3,4,3,4,4,4,3,4,3,4
1304,1,3,3,3,3,3,3,3,3,3,3
1305,0,1,1,1,1,1,1,1,1,1,1
1306,1,4,4,4,4,4,4,4,4,4,4
1307,0,1,1,1,1,1,1,1,1,1,1
1308,1,3,3,2,3,3,3,3,3,3,2
1309,0,3,2,2,2,2,2,2,2,2,2
1310,0,1,1,2,2,1,1,1,1,2,1
1311,0,1,1,1,1,1,1,1,1,1,1
1312,0,1,1,1,1,1,1,1,1,1,1
1313,0,1,1,1,1,1,1,1,1,1,1
1314,0,1,1,1,1,1,1,1,1,1,1
1315,0,2,1,1,1,1,1,1,1,1,1
1316,1,4,3,4,4,3,4,4,4,4,4
1317,1,2,3,3,3,2,3,3,2,3,2
1318,0,2,2,3,2,3,2,2,3,2,3
1319,0,1,1,1,1,1,1,1,1,1,1
1320,0,3,2,2,2,3,2,2,2,2,2
1321,1,2,3,3,3,4,3,4,3,3,4
1322,0,3,2,3,3,2,3,3,3,2,2
1323,0,3,2,2,2,2,3,2,2,2,2
1324,1,4,3,4,4,4,4,4,4,4,4
1325,0,1,2,2,2,3,2,2,2,2,2
1326,0,3,3,2,3,2,2,2,2,2,3
1327,1,3,3,3,3,4,4,4,3,4,3
1328,1,4,3,3,3,3,3,3,3,3,3
1329,0,2,2,3,3,2,3,3,3,2,2
1330,1,2,3,4,4,3,3,3,4,4,3
1331,0,1,1,1,1,1,1,1,2,1,1
1332,0,2,1,2,1,2,1,1,2,1,2
1333,0,1,1,1,1,1,1,1,1,1,1
1334,1,4,4,4,4,4,4,4,4,4,4
1335,0,2,2,2,2,1,2,2,2,2,2
1336,0,2,2,2,2,2,2,2,3,2,2
1337,0,2,2,2,2,3,2,2,2,3,2
1338,0,1,1,1,1,1,1,1,1,1,1
1339,0,2,2,2,2,2,2,2,2,2,2
1340,1,4,4,4,4,4,4,4,4,4,4
1341,0,2,3,2,2,2,2,2,2,2,2
1342,0,4,2,2,2,2,2,2,2,2,2
1343,0,1,1,1,1,1,1,1,1,1,1
1344,1,4,4,4,4,4,4,4,4,4,4
1345,0,1,1,1,1,1,1,1,1,1,1
1346,0,2,2,1,1,1,1,1,1,1,1
1347,1,4,3,4,4,3,4,3,3,4,3
1348,1,4,3,4,4,4,4,3,3,4,4
1349,0,1,1,1,1,1,1,1,1,1,1
1350,0,2,3,2,2,2,2,2,2,2,2
1351,1,3,3,3,3,3,3,3,3,3,3
1352,1,2,3,3,3,3,3,3,3,3,3
1353,1,3,2,3,2,3,3,2,3,3,2
1354,1,4,3,4,4,4,4,4,4,4,4
1355,0,1,1,1,1,1,1,1,1,1,1
1356,1,4,4,4,4,4,4,4,4,4,3
1357,0,1,1,1,1,1,1,1,1,1,1
1358,1,4,4,4,4,4,4,4,4,4,4
1359,0,2,2,2,2,2,3,2,2,2,3
1360,1,4,4,4,4,4,4,4,4,4,4
1361,1,3,2,3,3,3,3,3,3,3,3
1362,0,3,2,2,2,2,2,2,2,2,2
1363,0,3,3,2,2,3,2,2,2,3,3
1364,0,2,1,2,2,2,2,2,2,2,2
1365,0,2,2,3,3,3,2,3,3,3,3
1366,1,4,4,3,3,2,4,3,3,3,2
1367,1,2,2,3,3,2,2,3,2,2,2
1368,0,1,1,1,1,1,1,1,1,1,1
1369,0,3,3,2,2,1,2,2,2,2,2
1370,1,3,3,3,3,3,4,3,3,3,3
1371,1,4,4,4,4,4,4,4,4,4,4
1372,0,1,1,1,1,1,1,1,1,1,1
1373,0,1,1,2,1,1,1,1,1,2,1
1374,1,4,4,4,4,4,4,4,4,4,4
1375,0,2,1,1,1,1,2,1,1,1,1
1376,1,4,4,4,4,3,4,4,4,4,4
1377,0,1,1,1,2,2,2,1,1,1,2
1378,0,1,1,1,1,1,1,1,1,1,1
1379,1,4,4,4,4,4,4,4,4,4,4
1380,0,1,1,1,1,1,1,1,1,1,1
1381,0,1,1,2,2,2,1,2,1,1,1
1382,0,1,1,1,1,1,1,1,1,1,1
1383,1,4,4,3,3,4,3,3,4,3,3
1384,0,2,1,2,2,2,2,2,1,2,2
1385,1,4,4,4,4,4,4,4,4,4,4
1386,1,4,4,4,4,4,4,4,4,4,4
1387,0,1,1,1,1,1,1,1,1,1,1
1388,1,3,3,3,3,3,4,3,3,4,3
1389,0,1,2,1,2,2,2,2,2,2,2
1390,0,1,1,1,1,1,1,1,1,1,1
1391,0,2,3,2,2,2,3,2,2,3,2
1392,1,4,3,3,3,3,3,4,3,3,4
1393,0,4,3,3,2,2,2,3,3,3,2
1394,0,1,1,1,1,1,1,1,1,1,1
1395,1,4,4,3,4,3,4,4,4,4,3
1396,0,2,2,2,2,1,1,2,1,2,1
1397,0,1,1,1,1,1,1,1,1,1,1
1398,1,2,3,3,3,2,3,3,2,3,3
1399,1,4,4,4,4,4,4,4,4,4,4
1400,0,1,2,2,1,1,2,2,2,2,1
1401,0,2,3,2,3,3,2,2,2,2,3
1402,1,3,4,4,3,3,4,4,4,4,3
1403,0,2,2,2,2,2,2,2,1,2,2
1404,1,3,3,3,3,3,3,3,3,3,3
1405,0,1,1,1,1,1,1,1,1,1,1
1406,1,3,4,4,4,4,4,4,4,4,4
1407,0,1,1,1,1,1,1,1,1,1,1
1408,1,2,2,2,3,3,2,3,3,3,3
1409,0,2,2,2,2,2,2,1,2,2,1
1410,1,3,3,2,2,3,3,3,2,3,2
1411,0,1,1,1,1,1,1,1,1,1,1
1412,0,3,2,3,3,2,3,3,3,3,2
1413,1,4,4,4,4,4,4,4,4,4,4
1414,1,3,3,3,2,2,3,2,3,3,2
1415,1,3,4,3,3,4,3,3,3,3,4
1416,0,1,2,2,1,2,1,1,2,1,1
1417,1,3,3,4,4,4,4,4,4,4,4
1418,1,4,3,4,4,4,4,4,4,4,3
1419,0,3,2,2,2,2,2,2,2,2,2
1420,0,3,3,2,2,3,3,3,3,2,3
1421,1,3,4,3,3,3,3,3,4,3,3
1422,1,4,4,4,4,4,4,4,4,4,4
1423,1,3,4,4,4,4,4,4,4,4,4
1424,1,3,3,3,2,3,3,2,2,3,3
1425,0,2,2,2,2,2,3,2,2,2,2
1426,1,3,3,3,3,3,3,3,3,3,2
1427,1,4,3,3,3,3,3,4,3,3,3
1428,0,1,2,1,1,1,1,1,1,1,1
1429,0,3,2,3,2,2,2,3,2,2,2
1430,0,3,3,3,2,2,2,2,2,2,2
1431,0,1,1,1,1,1,1,1,1,1,1
1432,0,2,3,2,2,2,2,2,3,2,2
1433,0,2,2,2,2,1,2,2,2,2,2
1434,1,4,4,4,4,4,4,4,4,4,4
1435,1,2,3,3,3,3,3,3,3,3,3
1436,0,3,2,3,2,3,2,2,2,2,2
1437,0,2,2,2,2,2,2,2,2,2,2
1438,0,1,1,1,1,1,1,1,1,1,1
1439,1,4,4,3,3,4,4,4,4,3,3
1440,1,1,3,3,3,3,3,3,3,3,3
1441,1,4,4,4,4,4,4,4,4,4,4
1442,0,2,2,2,2,2,2,2,3,2,2
1443,0,2,2,2,2,2,2,2,3,3,2
1444,1,4,4,4,4,4,4,4,4,4,4
1445,1,3,2,3,3,3,2,3,2,3,3
1446,1,3,4,4,4,4,4,4,4,4,4
1447,1,2,2,3,3,3,3,3,3,3,3
1448,0,2,1,2,2,2,2,2,2,2,2
1449,1,4,4,4,4,4,4,3,4,4,4
1450,1,3,3,3,3,3,3,3,3,3,2
1451,1,3,3,4,3,3,3,3,3,3,4
1452,1,2,2,3,3,2,3,2,3,2,3
1453,1,4,4,4,3,4,4,4,3,4,4
1454,0,1,1,1,1,1,1,1,1,1,1
1455,0,3,3,2,2,1,2,2,2,2,2
1456,1,3,3,3,4,3,3,3,3,2,3
1457,0,2,2,1,1,1,1,1,1,1,1
1458,1,4,3,4,4,4,4,4,4,4,4
1459,1,3,3,4,4,4,4,4,4,3,4
1460,0,2,1,1,1,1,1,1,1,1,1
1461,1,4,4,4,3,3,3,3,4,3,3
1462,0,1,1,2,1,1,1,2,1,1,2
1463,0,1,2,2,2,2,2,2,2,2,2
1464,1,4,4,3,4,3,4,3,3,3,3
1465,1,4,4,4,4,4,4,4,4,4,4
1466,1,4,4,4,4,4,4,4,4,3,4
1467,1,4,4,4,4,4,4,4,3,4,4
1468,1,2,2,2,2,3,2,3,3,2,3
1469,0,2,2,2,2,1,2,2,1,1,2
1470,1,3,3,3,3,4,3,3,3,3,3
1471,1,4,4,3,4,4,4,3,4,4,3
1472,0,2,2,2,2,2,2,2,1,2,2
1473,1,4,3,3,3,3,3,3,3,3,3
1474,0,1,2,1,1,1,1,1,1,1,1
1475,0,1,2,2,2,2,2,2,1,2,2
1476,1,3,3,3,3,3,0,2,3,3,3
1477,1,3,4,4,4,4,4,4,4,4,4
1478,0,2,2,2,2,1,2,1,1,2,2
1479,1,3,3,3,3,3,2,3,3,4,3
1480,1,4,4,4,4,4,3,4,4,4,4
1481,1,4,3,4,4,4,4,4,4,4,4
1482,0,1,1,2,2,2,1,2,1,1,1
1483,1,4,3,3,3,3,3,3,3,3,3
1484,0,2,1,2,2,2,2,2,2,1,2
1485,1,4,4,4,4,4,4,4,4,4,4
1486,1,4,4,4,3,4,4,4,4,4,4
1487,1,4,4,4,3,3,4,3,4,4,4
1488,1,4,4,4,4,4,4,4,4,4,4
1489,0,1,2,2,2,1,1,2,1,1,1
1490,1,3,3,3,3,2,2,2,3,2,3
1491,1,4,4,4,4,4,4,4,4,4,4
1492,1,3,4,3,3,3,3,3,3,3,3
1493,1,3,3,3,3,3,3,3,3,3,3
1494,0,1,1,1,1,1,1,1,1,1,1
1495,1,3,4,4,4,4,4,4,4,4,4
1496,0,1,1,1,1,1,1,1,1,1,1
1497,0,1,3,2,3,3,2,2,2,3,2
1498,1,4,3,4,4,4,4,4,4,4,4
1499,0,2,2,3,2,2,2,2,2,2,2
1500,1,4,3,3,3,3,2,3,3,3,3
1501,1,3,3,3,3,4,3,3,3,3,3
1502,1,3,2,3,3,4,3,4,3,3,3
1503,1,4,4,4,4,4,4,4,4,4,4
1504,1,4,4,4,4,4,3,4,4,4,4
1505,0,3,3,2,2,2,2,2,2,2,2
1506,0,1,1,1,1,1,1,1,1,1,1
1507,1,3,3,4,3,3,3,3,3,3,3
1508,0,1,1,1,1,2,1,1,2,2,2
1509,1,3,3,3,4,3,4,3,3,3,3
1510,1,3,2,3,3,3,3,3,3,3,3
1511,0,2,2,2,2,2,2,2,2,2,2
1512,0,2,1,1,1,1,1,1,1,1,1
1513,1,4,4,4,4,4,4,4,4,4,4
1514,0,2,2,2,2,2,2,2,3,2,3
1515,1,4,4,4,4,4,4,4,4,4,4
1516,0,3,2,2,2,2,2,2,2,2,2
1517,1,3,3,4,4,3,3,3,3,3,3
1518,0,1,2,3,3,2,2,3,3,2,2
1519,0,2,1,1,2,1,1,2,1,1,1
1520,1,3,4,4,3,4,3,3,3,3,3
1521,1,3,4,4,4,4,4,4,4,4,4
1522,1,4,4,4,4,4,4,4,4,4,4
1523,1,3,4,4,4,3,3,4,3,3,3
1524,1,4,4,4,4,4,4,3,4,4,4
1525,1,4,4,3,4,3,4,4,4,4,3
1526,0,2,1,1,2,2,2,2,1,2,2
1527,1,2,4,4,3,4,4,4,3,3,4
1528,1,2,3,3,2,2,3,3,3,3,3
1529,1,1,3,3,3,3,2,3,3,3,3
1530,1,4,4,4,4,4,4,4,4,4,4
1531,1,4,4,4,3,3,4,3,3,4,4
1532,1,3,4,3,3,4,3,4,4,3,3
1533,1,4,4,3,4,4,4,4,4,4,4
1534,1,3,3,3,4,3,4,3,3,4,3
1535,1,4,4,4,4,4,4,4,4,4,4
1536,1,4,4,4,4,4,4,4,4,4,4
1537,0,2,1,1,1,1,1,1,1,1,1
1538,0,2,3,2,2,2,2,3,2,2,2
1539,0,4,3,2,2,2,2,2,2,2,2
1540,1,4,4,4,4,4,4,4,4,4,4
1541,1,3,4,3,4,3,3,3,3,3,3
1542,0,3,2,2,1,1,1,1,2,2,1
1543,0,2,3,3,3,1,2,3,2,2,2
1544,1,4,4,4,4,4,4,4,4,4,4
1545,1,4,4,4,4,4,4,4,4,4,4
1546,1,4,4,3,3,2,3,3,3,3,3
1547,0,1,1,1,1,1,1,1,1,1,1
1548,1,4,4,4,4,4,4,4,4,4,4
1549,0,4,3,3,3,3,3,3,2,3,3
1550,1,4,4,3,4,4,4,4,4,4,4
1551,1,3,4,3,3,3,3,3,3,3,3
1552,1,4,3,3,3,2,3,3,3,3,3
1553,0,2,2,2,2,2,2,2,2,2,2
1554,0,3,2,2,1,2,2,2,1,1,2
1555,1,4,4,4,4,4,4,4,4,4,4
1556,0,1,1,1,1,1,1,1,1,1,1
1557,0,2,2,1,1,2,1,1,1,1,1
1558,1,4,4,4,4,4,4,4,4,4,4
1559,0,1,1,1,1,1,1,1,1,1,1
1560,1,2,3,3,3,3,3,3,3,3,3
1561,0,1,1,1,1,1,1,1,1,1,1
1562,1,3,3,3,2,2,2,3,2,3,3
1563,0,3,2,3,2,3,2,3,3,2,2
1564,1,3,3,3,2,3,2,3,3,2,3
1565,0,2,1,1,1,1,1,2,1,1,1
1566,0,3,2,2,3,2,2,3,2,3,2
1567,0,1,1,1,1,1,2,1,1,1,1
1568,0,2,3,2,2,2,2,3,3,3,2
1569,0,1,2,3,3,3,2,2,2,2,2
1570,0,3,2,2,2,3,2,2,2,3,3
1571,1,3,4,4,4,4,4,4,4,4,4
1572,1,3,2,3,3,4,2,3,3,3,3
1573,0,1,1,1,1,1,1,1,1,1,1
1574,1,3,2,3,3,3,4,3,4,3,3
1575,0,0,3,2,2,3,2,2,2,2,2
1576,0,1,1,1,1,1,1,1,1,1,1
1577,1,4,4,3,4,4,3,3,3,3,3
1578,1,4,4,4,4,4,4,4,4,4,4
1579,0,2,2,2,1,2,2,1,2,2,2
1580,1,3,4,4,4,4,4,4,4,4,4
1581,1,2,3,3,4,4,4,4,4,4,4
1582,1,3,4,4,3,3,3,3,3,3,3
1583,1,3,3,4,4,4,4,4,4,4,4
1584,1,2,2,3,3,3,3,3,3,3,3
1585,1,4,3,3,3,4,3,3,3,3,3
1586,1,3,3,3,3,4,3,3,3,3,4
1587,0,2,2,2,2,2,2,2,2,2,2
1588,0,1,1,1,1,1,1,1,1,1,1
1589,1,4,3,4,4,4,4,4,4,3,4
1590,1,4,4,4,4,4,4,4,4,4,4
1591,1,3,3,4,3,4,4,3,4,4,4
1592,1,4,4,4,4,4,4,4,4,4,4
1593,1,2,3,3,4,4,3,3,3,4,3
1594,1,4,4,4,4,4,4,4,4,4,4
1595,0,2,2,1,2,2,2,2,2,2,2
1596,1,2,3,3,4,3,3,3,3,2,3
1597,1,3,4,4,4,4,4,4,4,4,3
1598,1,3,3,4,4,3,3,4,3,3,4
1599,0,1,1,1,1,1,1,1,1,1,1
1600,1,4,4,4,3,3,3,3,4,4,4
1601,1,4,4,3,4,3,4,3,3,4,3
1602,1,4,4,4,4,4,4,4,4,4,4
1603,1,4,4,4,4,4,4,4,4,4,4
1604,1,4,4,4,4,4,4,3,3,3,4
1605,0,2,2,3,2,2,3,2,2,2,3
1606,0,2,2,2,2,2,2,3,2,2,2
1607,1,2,2,2,3,3,2,3,3,3,3
1608,1,2,3,3,3,2,3,2,2,3,3
1609,1,3,3,3,3,3,3,3,3,3,3
1610,1,3,3,2,3,3,3,3,3,3,3
1611,1,4,4,4,4,4,4,4,4,4,4
1612,1,4,3,4,4,4,4,4,4,4,4
1613,0,1,1,1,1,1,1,1,1,1,1
1614,1,4,3,3,4,4,4,3,4,4,4
1615,1,4,4,4,4,3,4,4,4,4,4
1616,1,3,4,3,3,3,2,3,3,2,4
1617,1,4,4,4,4,4,4,4,4,4,4
1618,1,3,4,4,3,4,3,4,3,3,4
1619,1,4,4,4,4,4,4,4,4,4,4
1620,0,1,2,2,2,2,2,3,2,2,2
1621,1,3,4,3,3,3,3,3,3,3,3
1622,1,3,3,3,3,3,3,3,3,3,3
1623,0,1,1,1,1,1,1,1,1,1,1
1624,0,2,2,2,2,2,3,2,2,3,2
1625,0,2,2,1,1,2,2,2,2,2,2
1626,1,2,2,3,2,3,2,3,2,2,3
1627,1,3,3,3,3,3,3,3,3,3,3
1628,1,4,4,4,4,4,4,4,4,4,4
1629,0,2,2,2,2,1,1,2,2,2,2
1630,0,2,2,2,2,2,1,2,2,2,2
1631,0,1,1,1,1,1,1,1,1,1,1
1632,1,4,4,4,4,4,4,4,4,4,4
1633,1,4,3,3,3,2,3,3,3,3,2
1634,1,4,4,4,4,3,4,4,4,4,4
1635,1,2,3,2,2,3,3,2,3,2,3
1636,0,1,1,1,1,1,1,1,1,1,1
1637,0,1,1,1,1,1,1,1,1,1,1
1638,0,2,2,2,3,2,3,2,3,2,2
1639,0,1,1,1,1,1,1,1,1,1,1
1640,1,4,4,3,3,3,3,3,3,3,3
1641,0,1,1,1,1,1,1,1,1,1,1
1642,1,4,3,3,2,2,3,3,3,3,2
1643,0,1,2,1,2,1,2,2,2,2,2
1644,1,2,2,3,3,3,3,4,4,3,3
1645,1,2,3,3,3,2,2,3,3,2,3
1646,1,3,3,3,3,3,3,3,3,3,3
1647,0,1,1,1,1,1,1,1,1,1,1
1648,1,3,3,3,3,3,3,3,3,3,3
1649,1,1,3,2,3,2,2,3,3,3,3
1650,0,1,1,1,1,1,1,1,1,1,1
1651,1,3,3,3,2,3,4,2,3,4,4
1652,0,3,2,2,3,2,2,3,2,2,3
1653,1,4,4,4,4,4,4,4,4,4,4
1654,1,3,3,4,4,4,4,4,4,4,4
1655,0,2,1,2,2,2,2,2,2,2,2
1656,1,3,3,3,2,3,2,2,3,3,3
1657,0,2,2,2,2,2,2,2,2,2,2
1658,0,1,1,1,1,1,1,1,1,1,1
1659,0,1,1,1,1,1,1,1,1,1,1
1660,1,4,3,3,4,4,3,4,3,3,3
1661,0,2,2,1,2,1,2,2,1,2,2
1662,1,3,3,2,3,3,3,3,3,2,2
1663,0,1,1,2,1,1,1,1,2,1,1
1664,1,4,4,4,4,4,4,4,4,4,4
1665,0,2,3,3,2,2,2,2,2,2,2
1666,1,4,3,4,4,3,3,4,4,4,4
1667,0,2,2,3,2,2,2,2,2,2,2
1668,1,3,3,2,3,2,3,2,2,3,2
1669,0,2,1,2,2,2,2,2,2,1,2
1670,1,4,4,4,4,4,4,4,4,4,4
1671,0,2,2,1,1,2,1,1,1,1,1
1672,1,2,2,3,2,2,3,2,2,2,3
1673,1,4,4,4,4,4,4,4,4,4,4
1674,0,1,1,1,1,1,1,1,1,1,1
1675,1,4,4,4,4,4,4,4,4,4,4
1676,0,1,1,2,2,1,2,2,2,2,2
1677,0,1,1,1,1,1,1,1,1,1,1
1678,0,3,3,3,2,3,2,2,2,3,3
1679,0,1,1,1,1,1,1,1,1,1,1
1680,0,2,2,2,2,3,2,3,2,2,2
1681,1,3,3,4,4,3,4,3,3,3,3
1682,0,2,1,2,2,2,2,1,1,2,2
1683,0,2,3,3,3,3,2,3,3,3,2
1684,1,3,4,4,4,4,3,4,4,4,4
1685,1,4,3,4,4,4,3,4,4,3,4
1686,0,2,2,2,2,3,2,2,2,2,2
1687,0,2,2,2,2,2,2,2,2,2,2
1688,1,4,4,4,4,4,4,4,4,4,4
1689,1,4,4,4,4,4,4,4,4,4,4
1690,1,2,2,3,2,3,2,2,3,2,2
1691,0,3,2,2,2,2,2,2,2,2,2
1692,0,1,1,1,1,1,1,1,1,1,1
1693,0,1,1,1,1,1,1,1,1,1,1
1694,0,2,2,2,2,2,2,2,2,2,2
1695,0,1,1,1,1,2,1,1,1,1,1
1696,1,3,3,3,3,3,4,3,3,3,3
1697,1,3,3,3,3,3,3,3,3,3,3
1698,0,2,1,2,2,2,1,2,2,2,2
1699,1,4,4,3,3,3,3,3,3,3,3
1700,1,4,4,3,4,4,4,3,4,4,3
1701,1,3,4,3,3,3,3,3,3,3,3
1702,0,2,2,1,2,2,1,2,2,2,1
1703,1,4,4,3,4,2,3,4,3,4,3
1704,1,2,3,3,3,3,3,4,3,3,3
1705,1,4,4,4,3,4,4,4,4,4,3
